Player,Player ID,Date of Birth,Team,TOI (sec),TOI (min),Total Games played,Total TOI/GP (sec),Total TOI/GP (min),G,A,PTS,+/-,S,Sh%,Position,Expected Goals For WOI,Actual to Expected Goals For WOI,Expected Goals Against WOI,Actual to Expected Goals Against WOI,Shot Attempts For WOI,Corsi Ratio,Shot Attempts Against WOI,Shots On Net For WOI,Shots On Net Ratio,Shots On Net Against WOI,Inner Slot Shots On Net For WOI,Inner Slot Shots On Net Against WOI,Inner Slot Shots On Net Corsi Ratio,Successful Pass to Slot For WOI,Successful Pass to Slot Against WOI,DZ Rebound Recovery Rate WOI,Successful OZ Rebound LPRs Against WOI
Jordan Greenway,8478413,1997-02-16,BUF,69397.11000000003,1156:37,67,1035.7777611940303,17:16,10,18,28,10,105,0.09523809523809523,F,46.89566310382897,-0.89566310382894,65.14515225283347,-7.145152252833462,943.0,0.4373840445269016,1213.0,527.0,0.4562770562770563,628.0,105.0,133.0,0.4411764705882353,225.0,405.0,0.5165745856353591,174.0
Jake Evans,8478133,1996-06-02,MTL,78917.58,1315:18,82,962.409512195122,16:02,7,21,28,1,84,0.08333333333333333,F,43.42367274659286,-1.4236727465928305,94.0895956668744,-8.08959566687443,915.0,0.3541021671826625,1669.0,490.0,0.358187134502924,878.0,108.0,218.0,0.3312883435582822,216.0,422.0,0.4291497975708502,282.0
Teddy Blueger,8476927,1994-08-15,VAN,60975.92666666664,1016:16,68,896.7048039215683,14:57,6,22,28,3,101,0.0594059405940594,F,43.76079303793892,-5.760793037938933,55.860887209996925,1.1391127900030709,815.0,0.4468201754385965,1009.0,456.0,0.4501480750246792,557.0,114.0,115.0,0.4978165938864629,197.0,286.0,0.4824281150159744,164.0
Michael Amadio,8478020,1996-05-13,VGK,58622.49999999997,977:02,73,803.0479452054791,13:23,14,13,27,4,116,0.1206896551724138,F,48.73499113028279,0.2650088697172096,36.02315858385061,0.9768414161493684,993.0,0.5182672233820459,923.0,509.0,0.5313152400835073,449.0,119.0,81.0,0.595,309.0,163.0,0.4769230769230769,137.0
Nick Robertson,8481582,2001-09-11,TOR,38192.16333333334,636:32,56,682.0029166666668,11:22,14,13,27,4,106,0.1320754716981132,F,32.80243462930876,1.1975653706912237,24.0327963192942,2.9672036807058055,649.0,0.533278553820871,568.0,361.0,0.5614307931570762,282.0,75.0,59.0,0.5597014925373134,144.0,110.0,0.4850299401197604,87.0
Eetu Luostarinen,8480185,1998-09-02,FLA,78432.40333333332,1307:12,82,956.4927235772356,15:56,12,15,27,-1,120,0.1,F,51.61150009974224,-10.611500099742296,59.1524418839822,2.8475581160178227,1282.0,0.5190283400809717,1188.0,662.0,0.5115919629057187,632.0,119.0,127.0,0.483739837398374,266.0,286.0,0.5478723404255319,170.0
Jesperi Kotkaniemi,8480829,2000-07-06,CAR,61444.17666666668,1024:04,79,777.7743881856542,12:58,12,15,27,-5,132,0.09090909090909091,F,52.95612857298934,-3.956128572989318,40.827114791245265,1.1728852087546902,1243.0,0.6165674603174603,773.0,623.0,0.5866290018832392,439.0,117.0,108.0,0.52,286.0,185.0,0.5245901639344263,117.0
Adam Fantilli,8484166,2004-10-12,CBJ,46157.25333333334,769:17,49,941.984761904762,15:42,12,15,27,-22,125,0.096,F,35.49279688113397,-0.4927968811339502,34.29145964115307,14.70854035884693,822.0,0.5422163588390502,694.0,415.0,0.5110837438423645,397.0,79.0,80.0,0.4968553459119497,183.0,160.0,0.5515695067264574,100.0
Alex Iafallo,8480113,1993-12-21,WPG,75414.25333333331,1256:54,82,919.6860162601624,15:20,11,16,27,14,119,0.09243697478991597,F,55.83926867364812,-1.8392686736481016,55.69792954410136,-12.697929544101315,1144.0,0.5021949078138718,1134.0,638.0,0.510808646917534,611.0,123.0,115.0,0.5168067226890757,301.0,290.0,0.4986072423398329,183.0
Kiefer Sherwood,8480748,1995-03-31,NSH,49551.399999999994,825:51,68,728.6970588235293,12:09,10,17,27,15,108,0.09259259259259259,F,32.56169137689742,4.438308623102587,36.08598242817333,-12.08598242817335,795.0,0.5230263157894737,725.0,426.0,0.5107913669064749,408.0,80.0,84.0,0.4878048780487805,169.0,166.0,0.5423728813559322,109.0
Shane Pinto,8481596,2000-11-12,OTT,44561.616666666654,742:42,41,1086.8686991869915,18:07,9,18,27,9,103,0.08737864077669903,F,43.360837901693785,-3.360837901693787,30.055520741674982,-3.055520741674971,869.0,0.5705843729481287,654.0,463.0,0.5838587641866331,330.0,104.0,73.0,0.5875706214689266,234.0,160.0,0.5202020202020202,95.0
Jack Drury,8480835,2000-02-03,CAR,54623.99333333335,910:24,74,738.1620720720722,12:18,8,19,27,4,108,0.07407407407407407,F,43.13961763028004,4.860382369719952,28.95497882742098,3.0450211725790153,1024.0,0.624390243902439,616.0,529.0,0.606651376146789,343.0,99.0,68.0,0.592814371257485,212.0,142.0,0.5,98.0
Jimmy Vesey,8476918,1993-05-26,NYR,59429.18,990:29,80,742.86475,12:23,13,13,26,-4,114,0.11403508771929824,F,36.38921441524085,-6.389214415240858,47.571256837923016,-5.571256837923001,780.0,0.4295154185022026,1036.0,415.0,0.4525627044711014,502.0,82.0,105.0,0.4385026737967914,163.0,234.0,0.5164473684210527,147.0
Ridly Greig,8482092,2002-08-08,OTT,63623.84333333333,1060:24,72,883.6644907407407,14:44,13,13,26,12,86,0.1511627906976744,F,45.050859802998694,5.949140197001304,55.42119244280104,-6.421192442801084,938.0,0.475177304964539,1036.0,504.0,0.4827586206896552,540.0,99.0,131.0,0.4304347826086956,229.0,266.0,0.5325077399380805,151.0
Justin Danforth,8479941,1993-03-15,CBJ,60730.53000000001,1012:11,71,855.3595774647889,14:15,10,16,26,-10,88,0.11363636363636363,F,43.05308044853712,-0.0530804485371364,64.6527943068941,5.347205693105941,899.0,0.4330443159922928,1177.0,480.0,0.4293381037567084,638.0,98.0,126.0,0.4375,162.0,332.0,0.4849315068493151,188.0
Miles Wood,8477425,1995-09-13,COL,60643.80999999997,1010:44,74,819.5109459459455,13:40,9,17,26,-5,162,0.05555555555555555,F,44.62313525649312,-4.623135256493114,58.55197658165151,-10.551976581651568,1020.0,0.4722222222222222,1140.0,532.0,0.4626086956521739,618.0,119.0,164.0,0.4204946996466431,186.0,274.0,0.5454545454545454,161.0
Jack McBain,8480855,2000-01-06,ARI,50736.90333333331,845:37,67,757.2672139303479,12:37,8,18,26,8,65,0.12307692307692308,F,37.969515312498686,2.030484687501326,43.96916960238306,3.030830397616917,702.0,0.4338689740420272,916.0,395.0,0.4478458049886621,487.0,90.0,100.0,0.4736842105263157,159.0,235.0,0.4567474048442906,158.0
Joel Armia,8476469,1993-05-31,MTL,61550.69999999998,1025:51,66,932.5863636363634,15:33,17,8,25,3,133,0.12781954887218044,F,36.0624115704554,2.937588429544586,62.75908028688211,-5.759080286882118,771.0,0.4009360374414976,1152.0,416.0,0.4102564102564102,598.0,92.0,142.0,0.3931623931623931,182.0,312.0,0.4867256637168141,175.0
Simon Holmström,8481601,2001-05-24,NYI,59926.32666666668,998:46,75,799.0176888888891,13:19,15,10,25,2,74,0.20270270270270271,F,37.539265670159566,3.4607343298404283,62.33543040577624,-7.335430405776251,805.0,0.4014962593516209,1200.0,411.0,0.3994169096209912,618.0,100.0,152.0,0.3968253968253968,177.0,278.0,0.5309278350515464,182.0
Logan O'Connor,8481186,1996-08-14,COL,51093.95,851:34,57,896.3850877192983,14:56,13,12,25,13,85,0.15294117647058825,F,36.78304871030557,1.2169512896944357,44.19002020132413,-2.190020201324124,795.0,0.4859413202933985,841.0,424.0,0.4947491248541423,433.0,90.0,108.0,0.4545454545454545,151.0,227.0,0.5243445692883895,128.0
T.J. Oshie,8471698,1986-12-23,WSH,52684.39000000001,878:04,52,1013.1613461538462,16:53,12,13,25,-6,94,0.1276595744680851,F,51.68052245323653,-10.680522453236554,38.116932742660595,-7.116932742660577,917.0,0.5264064293915041,825.0,469.0,0.5251959686450168,424.0,111.0,80.0,0.581151832460733,315.0,157.0,0.5745614035087719,97.0
Mikey Eyssimont,8479591,1996-09-09,TBL,57585.42666666668,959:45,81,710.9311934156381,11:51,11,14,25,6,154,0.07142857142857142,F,38.37884554245079,2.6211544575492183,36.742298903350665,-8.742298903350656,937.0,0.5363480251860332,810.0,479.0,0.5316315205327414,422.0,89.0,81.0,0.5235294117647059,160.0,170.0,0.5310077519379846,122.0
Curtis Lazar,8477508,1995-02-02,NJD,52765.836666666655,879:26,71,743.1807981220655,12:23,7,18,25,8,68,0.10294117647058823,F,31.868030892402,2.131969107598009,40.12982351214928,-1.1298235121492883,683.0,0.440361057382334,868.0,365.0,0.4517326732673267,443.0,81.0,102.0,0.4426229508196721,133.0,210.0,0.4867924528301887,136.0
Paul Cotter,8481032,1999-11-16,VGK,57997.41,966:37,76,763.1238157894737,12:43,7,18,25,-11,108,0.06481481481481481,F,42.44385387083553,-5.443853870835562,39.16691494141668,3.8330850585833103,905.0,0.4836985569214324,966.0,475.0,0.4912099276111685,492.0,95.0,75.0,0.5588235294117647,235.0,189.0,0.5071942446043165,137.0
Bobby McMann,8482259,1996-06-15,TOR,38820.14666666668,647:00,56,693.2169047619051,11:33,15,9,24,12,110,0.13636363636363635,F,24.491007593212,6.508992406788003,29.830455338771408,-7.830455338771387,621.0,0.4979951884522854,626.0,332.0,0.4889543446244477,347.0,62.0,66.0,0.484375,112.0,152.0,0.4746543778801843,114.0
Sam Lafferty,8478043,1995-03-06,VAN,56260.953333333346,937:41,79,712.1639662447259,11:52,13,11,24,3,72,0.18055555555555555,F,32.970464757218316,3.0295352427816917,39.08344747826344,-1.08344747826344,777.0,0.4784482758620689,847.0,406.0,0.4661308840413318,465.0,79.0,92.0,0.4619883040935672,153.0,181.0,0.5017064846416383,145.0
Pavel Dorofeyev,8481604,2000-10-26,VGK,37465.10999999999,624:25,47,797.1299999999999,13:17,13,11,24,8,99,0.13131313131313133,F,31.33384562177764,1.666154378222359,23.38969766370931,-1.3896976637093092,641.0,0.5364016736401673,554.0,343.0,0.550561797752809,280.0,78.0,55.0,0.5864661654135338,178.0,95.0,0.4628571428571428,95.0
Tomas Tatar,8475193,1990-12-01,SEA,52274.943333333336,871:15,70,746.7849047619048,12:27,9,15,24,8,79,0.11392405063291139,F,37.11545496295639,0.8845450370435952,37.2006918612376,-7.2006918612375985,841.0,0.5169022741241549,786.0,435.0,0.5028901734104047,430.0,80.0,98.0,0.449438202247191,177.0,170.0,0.5432098765432098,110.0
Sam Steel,8479351,1998-02-03,DAL,61098.81333333333,1018:19,77,793.4910822510823,13:13,9,15,24,0,83,0.10843373493975904,F,36.23050488497114,-2.2305048849711637,44.33930758834938,4.660692411650617,831.0,0.4665918023582257,950.0,445.0,0.464509394572025,513.0,78.0,102.0,0.4333333333333333,174.0,248.0,0.5208333333333334,139.0
Evgeny Kuznetsov,8475744,1992-05-19,CAR,66269.72666666667,1104:30,63,1051.9004232804234,17:32,8,16,24,-11,102,0.0784313725490196,F,54.42696744266151,-15.42696744266152,60.373943520673365,-8.373943520673356,1012.0,0.4867724867724867,1067.0,542.0,0.4792219274977896,589.0,101.0,144.0,0.4122448979591837,327.0,254.0,0.4745222929936306,165.0
Martin Pospisil,8481028,1999-11-19,CGY,48089.71333333333,801:30,63,763.3287830687831,12:43,8,16,24,13,117,0.06837606837606838,F,43.246937296275256,-3.246937296275278,30.928852578788224,-4.928852578788221,898.0,0.5588052271313005,709.0,467.0,0.5546318289786223,375.0,104.0,88.0,0.5416666666666666,221.0,151.0,0.5797101449275363,86.0
Sonny Milano,8477947,1996-05-12,WSH,36739.72000000001,612:20,49,749.7902040816329,12:30,15,8,23,4,56,0.26785714285714285,F,28.864959385455528,2.135040614544472,24.773717293358175,-3.7737172933581777,559.0,0.5022461814914645,554.0,277.0,0.4946428571428571,283.0,58.0,59.0,0.4957264957264957,185.0,114.0,0.6011560693641619,68.0
Ryan Johansen,8475793,1992-07-31,COL,51626.97333333333,860:27,63,819.4757671957672,13:39,13,10,23,-6,77,0.16883116883116883,F,41.11519330352114,-5.115193303521134,31.347769705940305,-1.347769705940297,876.0,0.5370938074800736,755.0,464.0,0.5315005727376861,409.0,81.0,89.0,0.4764705882352941,205.0,149.0,0.5219298245614035,109.0
Filip Zadina,8480821,1999-11-27,SJS,57508.01666666666,958:28,72,798.7224537037036,13:19,13,10,23,-43,131,0.09923664122137404,F,38.15204436547865,-8.152044365478655,57.26921955372412,11.73078044627592,888.0,0.4496202531645569,1087.0,435.0,0.4273084479371316,583.0,72.0,137.0,0.3444976076555024,186.0,265.0,0.4789644012944983,160.0
Evgenii Dadonov,8474149,1989-03-12,DAL,40303.50000000001,671:44,51,790.264705882353,13:10,12,11,23,-6,70,0.17142857142857143,F,29.469735659509027,3.530264340490969,28.0783752245512,5.921624775448819,677.0,0.5364500792393027,585.0,339.0,0.5052160953800298,332.0,81.0,58.0,0.5827338129496403,145.0,132.0,0.5634517766497462,85.0
Alex Laferriere,8482155,2001-10-28,LAK,64189.70666666665,1069:50,81,792.465514403292,13:12,12,11,23,-15,149,0.08053691275167785,F,47.01428783807403,-8.01428783807401,43.35021116843309,4.649788831566894,1048.0,0.5200992555831265,967.0,560.0,0.5288007554296507,499.0,100.0,117.0,0.4608294930875576,233.0,204.0,0.5241379310344828,138.0
Bobby Brink,8481553,2001-07-08,PHI,47114.56666666668,785:15,57,826.57134502924,13:47,11,12,23,1,82,0.13414634146341464,F,41.04284519087962,-5.042845190879626,30.419328940173667,-5.41932894017366,780.0,0.5450733752620545,651.0,442.0,0.5688545688545689,335.0,98.0,77.0,0.56,188.0,136.0,0.5662100456621004,95.0
Casey Cizikas,8475231,1991-02-27,NYI,58555.66333333333,975:56,70,836.5094761904761,13:57,10,13,23,-2,86,0.11627906976744186,F,32.22189091700987,-1.221890917009895,59.7997710164081,-2.799771016408145,727.0,0.3760993274702535,1206.0,368.0,0.3869610935856992,583.0,92.0,132.0,0.4107142857142857,151.0,290.0,0.4656084656084656,202.0
Mike Hoffman,8474884,1989-11-24,SJS,54378.38666666665,906:18,66,823.9149494949493,13:44,10,13,23,-21,81,0.12345679012345678,F,34.47411832056074,0.5258816794392605,44.987774011837914,-6.9877740118378915,803.0,0.4843184559710494,855.0,422.0,0.4752252252252252,466.0,77.0,118.0,0.3948717948717948,206.0,202.0,0.5131086142322098,130.0
Cole Smith,8482062,1995-10-28,NSH,65669.06000000001,1094:29,80,820.8632500000002,13:41,9,14,23,4,101,0.0891089108910891,F,37.14055922747352,-1.14055922747353,63.76167208974512,0.2383279102549221,828.0,0.4173387096774194,1156.0,424.0,0.3922294172062904,657.0,117.0,125.0,0.4834710743801653,170.0,315.0,0.5637755102040817,169.0
Max Pacioretty,8474157,1988-11-20,WSH,40650.54999999999,677:31,47,864.905319148936,14:25,4,19,23,-14,92,0.043478260869565216,F,36.068541536075344,-0.0685415360753195,26.984981415891475,4.01501858410852,674.0,0.5315457413249212,594.0,357.0,0.5458715596330275,297.0,93.0,61.0,0.6038961038961039,206.0,123.0,0.5738636363636364,75.0
Kyle Okposo,8473449,1988-04-16,FLA,53679.96999999997,894:40,67,801.1935820895518,13:21,12,10,22,1,111,0.10810810810810811,F,37.18478228968187,-5.184782289681844,44.02429971367727,-12.024299713677287,849.0,0.5227832512315271,775.0,454.0,0.5164960182025028,425.0,83.0,97.0,0.4611111111111111,194.0,223.0,0.4826254826254826,133.0
Corey Perry,8470621,1985-05-16,EDM,43375.719999999994,722:56,54,803.254074074074,13:23,12,10,22,-6,76,0.15789473684210525,F,37.25892087576697,0.7410791242330231,26.81374390718203,6.1862560928179615,698.0,0.5344563552833078,608.0,365.0,0.5312954876273653,322.0,92.0,59.0,0.609271523178808,190.0,151.0,0.5797872340425532,78.0
Nic Dowd,8475343,1990-05-27,WSH,58508.476666666655,975:08,64,914.1949479166664,15:14,12,10,22,-2,57,0.21052631578947367,F,26.221937198078024,-0.2219371980780256,52.38148236278945,5.618517637210527,641.0,0.3533627342888644,1173.0,328.0,0.3644444444444444,572.0,60.0,110.0,0.3529411764705882,134.0,309.0,0.5615141955835962,139.0
Michael McCarron,8477446,1995-03-07,NSH,53559.69,892:40,70,765.1384285714286,12:45,12,10,22,4,95,0.12631578947368421,F,33.78029573198086,2.219704268019155,46.71850082025077,-7.718500820250763,723.0,0.4400486914181375,920.0,389.0,0.4356103023516237,504.0,100.0,98.0,0.5050505050505051,126.0,237.0,0.5409836065573771,140.0
Brett Leason,8481517,1999-04-30,ANA,53026.29666666667,883:46,68,779.7984803921569,13:00,11,11,22,-7,90,0.12222222222222222,F,24.710864722902773,0.2891352770972184,52.632531448169445,3.367468551830493,598.0,0.3613293051359517,1057.0,316.0,0.3717647058823529,534.0,64.0,112.0,0.3636363636363636,91.0,305.0,0.4765100671140939,158.0
Marcus Foligno,8475220,1991-08-10,MIN,47847.75666666668,797:28,55,869.9592121212123,14:30,10,12,22,10,58,0.1724137931034483,F,30.979017724588413,-6.979017724588429,43.632516165452365,-6.632516165452362,659.0,0.4551104972375691,789.0,344.0,0.4568393094289508,409.0,67.0,91.0,0.4240506329113924,146.0,172.0,0.5079365079365079,124.0
Hendrix Lapierre,8482148,2002-02-09,WSH,34949.78,582:30,51,685.2898039215686,11:25,8,14,22,-1,54,0.14814814814814814,F,25.79264588263068,6.207354117369313,23.881718359582003,-0.8817183595820107,532.0,0.4944237918215613,544.0,265.0,0.5,265.0,56.0,67.0,0.4552845528455284,173.0,114.0,0.5106382978723404,69.0
Kasperi Kapanen,8477953,1996-07-23,STL,63016.81666666665,1050:17,73,863.2440639269404,14:23,6,16,22,-5,106,0.05660377358490566,F,39.442125824872655,-4.4421258248726545,58.415212470526505,-2.4152124705265217,872.0,0.4351297405189621,1132.0,494.0,0.4454463480613165,615.0,88.0,130.0,0.4036697247706422,181.0,327.0,0.4864864864864865,190.0
Alexey Toropchenko,8480281,1999-06-25,STL,61575.469999999994,1026:15,82,750.9203658536584,12:31,14,7,21,-3,111,0.12612612612612611,F,32.38936743619221,-4.389367436192221,55.003891596472414,-18.003891596472407,713.0,0.3816916488222698,1155.0,417.0,0.4017341040462427,621.0,86.0,131.0,0.3963133640552995,111.0,275.0,0.515625,186.0
Will Cuylle,8482157,2002-02-05,NYR,54016.346666666665,900:16,81,666.8684773662551,11:07,13,8,21,-3,121,0.10743801652892562,F,35.601914812231335,-2.601914812231326,34.19960286606399,-2.199602866063988,814.0,0.4924379915305505,839.0,444.0,0.5097588978185993,427.0,85.0,82.0,0.5089820359281437,145.0,186.0,0.5261194029850746,127.0
Calle Jarnkrok,8475714,1991-09-25,TOR,47619.640000000014,793:40,52,915.762307692308,15:16,10,11,21,16,87,0.11494252873563218,F,47.4740328937766,-2.4740328937765934,42.529818895494465,-8.529818895494483,805.0,0.504070131496556,792.0,468.0,0.5252525252525253,423.0,118.0,84.0,0.5841584158415841,201.0,187.0,0.4810606060606061,139.0
Blake Wheeler,8471218,1986-08-31,NYR,41237.89666666667,687:18,54,763.6647530864198,12:44,9,12,21,2,75,0.12,F,31.35844176103352,-1.3584417610335309,29.308291290203748,-3.3082912902037207,683.0,0.5290472501936483,608.0,350.0,0.5271084337349398,314.0,69.0,77.0,0.4726027397260274,182.0,147.0,0.526829268292683,97.0
Oskar Sundqvist,8476897,1994-03-23,STL,56412.63333333333,940:13,71,794.5441314553991,13:15,6,15,21,-6,72,0.08333333333333333,F,33.55265650083308,-4.5526565008330895,54.18941625849778,-11.18941625849782,693.0,0.3957738435179897,1058.0,391.0,0.4026776519052523,580.0,70.0,121.0,0.3664921465968586,136.0,290.0,0.4858757062146893,183.0
Beck Malenstyn,8479359,1998-02-04,WSH,69268.56333333332,1154:29,81,855.1674485596707,14:15,6,15,21,-2,96,0.0625,F,28.656320576868115,3.3436794231318876,69.13279107569277,-3.132791075692789,729.0,0.3304623753399818,1477.0,371.0,0.3394327538883806,722.0,68.0,153.0,0.3076923076923077,146.0,420.0,0.5307125307125307,192.0
Craig Smith,8475225,1989-09-05,DAL,45906.486666666664,765:06,75,612.0864888888889,10:12,11,9,20,1,118,0.09322033898305085,F,31.480240340045036,-3.4802403400450284,27.5783296329813,-0.5783296329812764,768.0,0.556118754525706,613.0,412.0,0.5590230664857531,325.0,70.0,74.0,0.4861111111111111,123.0,140.0,0.5706806282722513,82.0
Tye Kartye,8481789,2001-04-30,SEA,54591.38333333333,909:51,77,708.9790043290042,11:49,11,9,20,-1,98,0.11224489795918367,F,31.78904931168316,-3.789049311683157,35.20653429723406,-7.20653429723405,819.0,0.4875,861.0,395.0,0.4566473988439306,470.0,57.0,80.0,0.4160583941605839,181.0,192.0,0.5267175572519084,124.0
Josh Anderson,8476981,1994-05-07,MTL,72328.18666666665,1205:28,78,927.284444444444,15:27,9,11,20,-20,138,0.06521739130434782,F,53.023306623000096,-4.023306623000114,63.25998070339781,-1.2599807033978552,1121.0,0.478446436192915,1222.0,585.0,0.4717741935483871,655.0,121.0,131.0,0.4801587301587302,278.0,249.0,0.4610951008645533,187.0
Philip Tomasino,8481577,2001-07-28,NSH,30887.086666666662,514:47,41,753.3435772357724,12:33,7,13,20,-6,66,0.10606060606060606,F,26.900796618014635,-1.9007966180146427,21.25211025160156,2.7478897483984444,542.0,0.5366336633663367,468.0,293.0,0.5415896487985212,248.0,75.0,47.0,0.6147540983606558,137.0,103.0,0.5384615384615384,67.0
Valtteri Puustinen,8481703,1999-06-04,PIT,36597.87333333334,609:58,52,703.8052564102566,11:44,5,15,20,4,92,0.05434782608695652,F,34.79460573590208,-2.794605735902074,21.96528749359174,-0.9652874935917468,657.0,0.5644329896907216,507.0,362.0,0.5773524720893142,265.0,80.0,54.0,0.5970149253731343,163.0,99.0,0.5202702702702703,71.0
Kaapo Kakko,8481554,2001-02-13,NYR,48583.266666666656,809:43,61,796.446994535519,13:16,13,6,19,6,101,0.12871287128712872,F,35.54640098785331,-5.546400987853317,30.977629551364338,-9.977629551364329,805.0,0.5258001306335728,726.0,442.0,0.537712895377129,380.0,72.0,84.0,0.4615384615384615,166.0,155.0,0.5560165975103735,107.0
Connor Dewar,8480980,1999-06-26,TOR,51710.48666666666,861:50,74,698.7903603603602,11:39,11,8,19,-7,87,0.12643678160919541,F,26.602022095407687,-3.6020220954076887,49.22363007080024,6.776369929199759,648.0,0.403235843186061,959.0,331.0,0.3973589435774309,502.0,66.0,88.0,0.4285714285714285,121.0,271.0,0.5454545454545454,130.0
